"HolderAddress","Balance","PendingBalanceUpdate"
"0x00000000008bef34003b59bed4c4c0f6f1543928","1E-18","No"
"0x0000000000cf7d4accca7cf55584b50391a1479b","1E-18","No"
"0x0000000000dba7f30ba877d1d66e5324858b1278","1E-18","No"
"0x000000001ae96d8a9eb6de7e7066b155df6cc794","1E-18","No"
"0x000000001da7f984740663d5b8e5d77555d5046b","1E-18","No"
"0x000000003979edd62910ed0779224e785b4140f7","1E-18","No"
"0x00000000a119773b950a3b5a479c6924b7f8a8ed","1E-18","No"
"0x00000000e25a80101a83383023e8426f95ff88f3","1E-18","No"
"0x00000000e8080db3ed60313725643d38bec42071","1E-18","No"
"0x00000000f7b7d8a2974a129cbadd9f2f99c1ff80","1E-18","No"
"0x00003aaa9eb61250a2793d66200891ee8efdc959","1E-18","No"
"0x0000606ec42c2f4673b8a0e12c59451bfdcd8502","1E-18","No"
"0x000c22fb26cb241ddf2aa4b07a748786f95b2895","2.55969567704539","No"
"0x001ea8e5a58151621f24060a72fd2938f3ac86a0","1E-18","No"
"0x00c68556f2b1786263224d5aeef15f29d8c8d519","4.5117812627292","No"
"0x01481f092e876e42fa2ef407301e53f33c6aa3b7","0.0092818567450968","No"
"0x01619c7c897c74ae7eb8c11a574f2c7125b0023e","683.173451031509","No"
"0x01c51aa0ee555b8f6bb6358f9042ac6fb55c9780","0.0187310474687072","No"
"0x02ce25a5e095abe762f32e5b00245c23e2c32b6b","0.579334654179238","No"
"0x03bd77990f28a2393792fa111e553f4665121c88","1.382337668E-09","No"
"0x045eef3a61792bfcf1deab989ed00bf2b2ae8ed0","4.34210847881567","No"
"0x046c79a5347258bc78ce2528d0ececbe92797442","0.117018124913341","No"
"0x04e151e8990d300da625340592fdff30c3332081","101.140926428862","No"
"0x051a3190c9342211eb311723b23b8c7cbd7b5a5d","0.0287028075312489","No"
"0x054d45714f2e6809c4e7953c0ad8f9517af07c2f","0.140397369755316","No"
"0x05f9662de25082385c621792a11f4e03c77d2e0e","5.21398654344162","No"
"0x060c3f0c88b299ccf8c4a5241b246a0f0958644e","7.00613108730068","No"
"0x0626961543cd733e9dd434a276331f359bee8b70","0.249240496970616","No"
"0x062890e9c5382eddc6ad403f5aea5d36b1db1f16","2.5441420286033E-05","No"
"0x062cab8ab5271eac68c19814ed9c865d6a524a99","5.42461818115306","No"
"0x065850e4319dee396522a8eeea6f7f53aab9404d","3.45523039732427","No"
"0x065f0089f9c90ecdf9d35a37fc920ba97a227252","15.11329105711","No"
"0x066792dc3e019a6adb8e3012de0a50ec26985a82","0.039746598363407","No"
"0x073d7e30b52d33ce34c79a687f507e6cc3cccc55","0.0139026139131909","No"
"0x07f61c955598a20bdb79a75b36d72dbd6ebe517e","1.27959705286433","No"
"0x089005b5bb66b5d66a49fa527b9d5cdc0370d7f9","0.0269767151435864","No"
"0x08ac9c15aaf98563a4b19ddbd0153ff3516d65a8","0.0215950039151343","No"
"0x095b24cfda0c639b40e44f38b5897209cd14460f","0.0530147493788542","No"
"0x095bab97c4e58ae026a2be44dcc84fe35d1b519c","5.643108361805E-05","No"
"0x0995de005e7bddf21b5165a8734d20f1c68ca74e","0.0453520643739935","No"
"0x0a37fadf353b3775caa9f1382464e77478c3a825","0.101392918097534","No"
"0x0a6dc4fa65f7ab2558c3482321c438b1110e1746","5.00302131438008","No"
"0x0aff1ef54bc1da7a149ac31404021b96fe5da7f8","0.639223453857596","No"
"0x0b28a3051fa2a49ba020c60b2052f530d7d9d01e","1E-18","No"
"0x0be88c2c491c7d021ac9d74a0909e83700f81e13","2.60970753463452","No"
"0x0c14466009c658b3d52f2cc1b8394203fc8227ce","5.6986851401667E-05","No"
"0x0c6db3e75731759dd102e2960c610de3c3586cf9","1.6030396055683E-05","No"
"0x0cb3a478bdd077e9a43456099e787269fa753b32","0.0107156799266429","No"
"0x0cc3daac3951f82b9303ce931c51bb55c558c6f8","7.2022010482928E-05","No"
